,M1,M2,M3,M4,M5
LOC_Os01g34750,0,0,0,0,0
LOC_Os01g34760,0,0,0,0,0
LOC_Os01g34770,0,0,0,0,0
LOC_Os01g34780,941,454,412,343,703
LOC_Os01g34790,2,0,4,5,53
LOC_Os01g34800,0,0,0,0,0
LOC_Os01g34810,0,0,0,0,0
LOC_Os01g34820,0,0,0,0,0
LOC_Os01g34830,0,0,0,0,0
LOC_Os01g34840,0,0,0,0,0
LOC_Os01g34850,0,0,0,0,0
LOC_Os01g34860,0,13,0,1,0
LOC_Os01g34870,0,0,69,17,0
LOC_Os01g34880,0,0,3,76,0
LOC_Os01g34890,0,0,0,0,0
LOC_Os01g34900,0,0,0,0,0
LOC_Os01g34910,0,0,0,0,0
LOC_Os01g34920,0,0,0,0,0
LOC_Os01g34930,44,33,0,0,0
LOC_Os01g34940,0,0,0,0,0
LOC_Os01g34950,0,0,0,0,0
LOC_Os01g34960,0,0,0,0,0
LOC_Os01g34970,0,0,0,0,0
LOC_Os01g34980,0,0,0,0,0
LOC_Os01g34990,0,0,0,0,0
LOC_Os01g35000,0,0,0,0,0
LOC_Os01g35030,0,0,0,0,0
LOC_Os01g35040,229,148,100,98,262
LOC_Os01g35050,1,3,51,3,66
LOC_Os01g35070,0,0,0,0,0
LOC_Os01g35080,0,0,0,0,0
LOC_Os01g35090,0,0,0,0,0
LOC_Os01g35100,0,0,0,0,0
LOC_Os01g35110,0,0,0,0,0
LOC_Os01g35120,0,0,0,0,0
LOC_Os01g35140,0,0,0,0,0
LOC_Os01g35149,0,0,0,0,0
LOC_Os01g35160,1,11,11,63,0
LOC_Os01g35170,160,11,0,0,0
LOC_Os01g35184,762,347,338,322,840
LOC_Os01g35200,0,0,0,0,0
LOC_Os01g35210,0,0,0,0,0
LOC_Os01g35220,0,0,0,0,0
LOC_Os01g35230,0,0,0,0,0
LOC_Os01g35240,0,0,0,0,0
LOC_Os01g35254,0,0,0,0,0
LOC_Os01g35270,0,0,0,0,0
LOC_Os01g35280,0,0,0,0,0
LOC_Os01g35290,0,0,0,0,0
LOC_Os01g35300,0,0,0,0,0
LOC_Os01g35310,0,0,0,0,0
LOC_Os01g35320,0,0,0,0,0
LOC_Os01g35330,0,3,0,24,0
LOC_Os01g35360,0,0,0,0,0
LOC_Os01g35370,0,0,0,0,0
LOC_Os01g35380,0,0,0,0,0
LOC_Os01g35390,0,0,0,0,0
LOC_Os01g35400,0,0,0,0,0
LOC_Os01g35410,0,0,0,0,0
LOC_Os01g35420,0,0,0,0,0
LOC_Os01g35430,0,0,0,0,0
LOC_Os01g35440,0,0,0,0,0
LOC_Os01g35450,0,0,0,0,0
LOC_Os01g35460,0,0,0,0,0
LOC_Os01g35470,0,0,0,0,0
LOC_Os01g35480,0,0,0,0,0
LOC_Os01g35490,0,0,0,0,0
LOC_Os01g35504,0,0,0,0,0
LOC_Os01g35520,0,0,0,0,0
LOC_Os01g35530,0,0,0,0,0
LOC_Os01g35540,0,0,0,0,0
LOC_Os01g35550,0,0,0,0,0
LOC_Os01g35560,0,0,0,0,0
LOC_Os01g35580,404,146,49,82,136
LOC_Os01g35590,0,0,0,0,0
LOC_Os01g35600,0,0,0,0,0
LOC_Os01g35610,0,0,0,0,0
LOC_Os01g35620,0,0,0,0,0
LOC_Os01g35630,0,0,0,0,0
LOC_Os01g35640,0,0,0,0,0
LOC_Os01g35650,0,0,0,0,0
LOC_Os01g35660,0,0,0,0,0
LOC_Os01g35670,0,0,0,0,0
LOC_Os01g35680,0,0,0,0,0
LOC_Os01g35690,0,0,0,0,0
LOC_Os01g35700,0,0,0,0,0
LOC_Os01g35710,0,0,0,0,0
LOC_Os01g35720,0,0,0,0,0
LOC_Os01g35730,0,0,0,0,0
LOC_Os01g35740,0,0,0,0,0
LOC_Os01g35760,0,0,0,0,0
LOC_Os01g35770,0,0,0,0,0
LOC_Os01g35780,0,0,0,0,0
LOC_Os01g35789,3053.158,2193,1530,1790.932,3076.866
LOC_Os01g35800,0,17,0,0,0
LOC_Os01g35810,0,0,0,0,0
LOC_Os01g35820,0,0,0,0,0
LOC_Os01g35830,26,96,1,4,65
LOC_Os01g35840,0,0,0,0,0
LOC_Os01g35850,0,0,0,0,0
LOC_Os01g35860,0,0,0,0,0
LOC_Os01g35870,0,0,0,0,0
LOC_Os01g35880,0,0,0,0,0
LOC_Os01g35890,0,0,0,0,0
LOC_Os01g35910,0,0,0,0,0
LOC_Os01g35930,0,0,0,0,0
LOC_Os01g35950,0,0,0,0,0
LOC_Os01g35960,0,0,0,0,0
LOC_Os01g35970,0,0,0,0,0
LOC_Os01g35980,0,0,0,0,0
LOC_Os01g35990,31.087,86,27,33.021,278
LOC_Os01g36000,0,0,0,0,0
LOC_Os01g36010,0,0,0,0,0
LOC_Os01g36020,0,0,0,0,0
LOC_Os01g36030,0,0,0,0,0
LOC_Os01g36040,0,0,0,0,0
LOC_Os01g36050,0,0,0,0,0
LOC_Os01g36060,0,0,0,0,0
LOC_Os01g36064,0,0,0,0,0
LOC_Os01g36070,0,52,0,2,55
LOC_Os01g36080,108,57,31,245,209
LOC_Os01g36090,0,0,0,22,0
LOC_Os01g36100,0,0,0,0,0
LOC_Os01g36110,0,0,0,0,0
LOC_Os01g36120,0,0,0,0,0
LOC_Os01g36130,0,0,0,0,0
LOC_Os01g36140,0,0,0,0,0
LOC_Os01g36150,0,0,0,0,0
LOC_Os01g36170,0,0,0,0,0
LOC_Os01g36180,0,0,0,0,0
LOC_Os01g36200,0,0,0,0,0
LOC_Os01g36220,0,0,84,88,0
LOC_Os01g36229,0,19,0,0,0
LOC_Os01g36240,0,0,0,0,0
LOC_Os01g36250,0,0,0,0,0
LOC_Os01g36260,0,0,0,0,0
LOC_Os01g36270,0,0,0,0,0
LOC_Os01g36280,0,0,0,0,0
LOC_Os01g36294,0,0,0,0,0
LOC_Os01g36310,0,0,0,0,0
LOC_Os01g36320,0,0,0,0,0
LOC_Os01g36330,0,0,0,0,0
LOC_Os01g36340,0,0,0,0,0
LOC_Os01g36350,0,0,0,0,0
LOC_Os01g36360,0,0,0,0,0
LOC_Os01g36370,0,0,0,0,0
LOC_Os01g36380,0,0,0,0,0
LOC_Os01g36390,0,0,0,0,1
LOC_Os01g36400,0,0,0,0,0
LOC_Os01g36410,0,0,0,0,0
LOC_Os01g36420,0,0,0,0,0
LOC_Os01g36430,0,0,0,0,0
LOC_Os01g36440,0,0,0,0,0
LOC_Os01g36450,0,0,0,0,0
LOC_Os01g36460,0,0,0,0,0
LOC_Os01g36470,0,0,0,0,0
LOC_Os01g36480,0,0,0,0,0
LOC_Os01g36490,0,0,0,0,0
LOC_Os01g36500,0,0,0,0,0
LOC_Os01g36510,0,0,0,0,0
LOC_Os01g36520,0,0,0,0,0
LOC_Os01g36530,0,0,0,0,0
LOC_Os01g36540,0,0,0,0,0
LOC_Os01g36550,0,0,0,0,0
LOC_Os01g36560,0,0,0,0,0
LOC_Os01g36570,0,0,0,0,0
LOC_Os01g36580,0,0,0,1,0
LOC_Os01g36590,0,0,0,0,0
LOC_Os01g36600,0,0,0,0,0
LOC_Os01g36610,0,0,0,0,0
LOC_Os01g36620,1,0,0,0,0
LOC_Os01g36630,114,0,0,0,0
LOC_Os01g36640,72,25,12,5,77
LOC_Os01g36660,0,0,0,32,186
LOC_Os01g36670,253,81,129,163,294
LOC_Os01g36680,0,0,0,0,0
LOC_Os01g36690,0,0,0,0,0
LOC_Os01g36700,0,0,0,0,0
LOC_Os01g36710,0,0,0,0,0
LOC_Os01g36720,124,274,106,49,115
LOC_Os01g36730,0,0,0,0,0
LOC_Os01g36740,0,0,0,0,0
LOC_Os01g36750,0,0,0,0,0
LOC_Os01g36760,0,0,0,0,0
LOC_Os01g36766,0,0,0,0,0
LOC_Os01g36772,0,0,0,0,0
LOC_Os01g36780,0,0,0,0,0
LOC_Os01g36790,0,0,0,0,0
LOC_Os01g36800,0,0,0,0,0
LOC_Os01g36810,0,0,0,0,0
LOC_Os01g36820,0,0,0,0,0
LOC_Os01g36830,0,0,0,0,0
LOC_Os01g36840,59,120,169,198,336
LOC_Os01g36850,95,0,0,0,0
LOC_Os01g36860,48,149,104,58,211
LOC_Os01g36870,6,34,64,60,2
LOC_Os01g36880,0,0,0,0,0
LOC_Os01g36890,223.779,251,90,149,124.846
LOC_Os01g36900,0,0,0,0,0
LOC_Os01g36910,0,0,0,0,0
LOC_Os01g36920,426.221,196,34,221,333.155
LOC_Os01g36930,757,287,180,331,491
LOC_Os01g36940,84,51,14,0,170
LOC_Os01g36950,1052,300,518,752,1500
LOC_Os01g36960,0,0,0,0,0
LOC_Os01g36970,0,0,0,0,0
LOC_Os01g36984,0,0,0,0,0
LOC_Os01g37000,0,0,0,0,0
LOC_Os01g37020,0,0,0,0,0
LOC_Os01g37030,0,0,0,0,0
LOC_Os01g37040,654,268,422,335,741
LOC_Os01g37050,2,3,1,3,63
LOC_Os01g37060,0,0,0,0,0
LOC_Os01g37070,0,0,0,0,0
LOC_Os01g37080,0,0,0,18,36
LOC_Os01g37090,0,0,1,0,0
LOC_Os01g37100,0,0,0,0,0
LOC_Os01g37110,0,0,0,0,0
LOC_Os01g37120,109,35,8,43,209
LOC_Os01g37130,800,802,704,599,750
LOC_Os01g37140,0,0,0,0,0
LOC_Os01g37160,0,0,0,0,0
LOC_Os01g37170,0,0,0,0,0
LOC_Os01g37180,0,0,0,0,0
LOC_Os01g37200,0,0,0,0,0
LOC_Os01g37210,1,43,7,112,11
LOC_Os01g37220,0,0,0,0,0
LOC_Os01g37230,0,0,0,0,0
LOC_Os01g37240,0,0,0,0,0
LOC_Os01g37250,0,0,0,0,0
LOC_Os01g37260,0,0,0,2,21
LOC_Os01g37270,0,0,0,0,0
LOC_Os01g37280,102,143,155,247,176
LOC_Os01g37300,0,0,0,0,0
LOC_Os01g37310,0,0,0,0,0
LOC_Os01g37320,0,0,0,0,0
LOC_Os01g37325,0,0,0,0,0
LOC_Os01g37340,0,0,0,0,0
LOC_Os01g37350,0,0,0,0,0
LOC_Os01g37360,0,0,0,0,0
LOC_Os01g37370,0,0,0,0,0
LOC_Os01g37380,0,0,0,0,0
LOC_Os01g37390,0,0,0,0,0
LOC_Os01g37400,0,0,0,0,0
LOC_Os01g37410,0,0,0,0,0
LOC_Os01g37420,0,0,0,0,0
LOC_Os01g37430,0,0,0,0,0
LOC_Os01g37460,128.001,1,0,3,6
LOC_Os01g37470,0,0,0,9,0
LOC_Os01g37480,70,17,2,120,177
LOC_Os01g37490,0,0,0,0,0
LOC_Os01g37500,0,0,0,0,0
LOC_Os01g37510,0,0,0,0,0
LOC_Os01g37520,0,0,0,0,0
LOC_Os01g37530,0,0,0,0,0
LOC_Os01g37540,0,0,0,0,0
LOC_Os01g37550,0,0,0,0,0
LOC_Os01g37560,223,254,88,288,47
LOC_Os01g37570,0,0,0,0,0
LOC_Os01g37580,0,0,0,0,0
LOC_Os01g37590,1239,633,362,189,1048
LOC_Os01g37600,0,0,0,0,0
LOC_Os01g37610,0,0,0,0,0
LOC_Os01g37630,0,0,0,0,30
LOC_Os01g37650,0,0,0,0,0
LOC_Os01g37660,0,0,0,0,0
LOC_Os01g37670,0,0,0,0,0
LOC_Os01g37690,470,510,295,422,1140
LOC_Os01g37700,0,0,0,0,0
LOC_Os01g37710,0,0,0,0,0
LOC_Os01g37720,0,0,0,0,0
LOC_Os01g37740,0,0,0,0,0
LOC_Os01g37750,0,0,0,0,0
LOC_Os01g37760,1,39,20,34,0
LOC_Os01g37770,468,82,192,142,2
LOC_Os01g37780,0,0,0,0,0
LOC_Os01g37790,125,147,42,1,346
LOC_Os01g37800,206,1,7,1,1
LOC_Os01g37810,0,0,0,0,0
LOC_Os01g37820,132,95,67,119,33
LOC_Os01g37825,247,151,77,105,165
LOC_Os01g37832,134,4,93,53,138
LOC_Os01g37837,123,181,39,101,337
LOC_Os01g37842,0,0,0,3,66
LOC_Os01g37850,1,1,18,135,66
LOC_Os01g37860,0,0,0,0,0
LOC_Os01g37870,456,85,96,121,74
LOC_Os01g37880,0,0,0,0,0
LOC_Os01g37890,0,0,0,0,0
LOC_Os01g37900,0,0,0,0,0
LOC_Os01g37910,1415,1176,1140,1110,1166
LOC_Os01g37920,0,0,0,0,0
LOC_Os01g37930,0,0,0,0,0
LOC_Os01g37940,0,0,0,0,0
LOC_Os01g37950,10,5,5,54,8
LOC_Os01g37960,100,50,186,47,173
LOC_Os01g37970,0,0,0,0,0
LOC_Os01g37980,40,122,106,150,407
LOC_Os01g37990,0,0,0,0,0
LOC_Os01g38000,0,0,0,0,0
LOC_Os01g38010,0,0,0,0,0
LOC_Os01g38020,0,0,0,0,0
LOC_Os01g38030,0,0,0,0,0
LOC_Os01g38040,0,0,0,0,0
LOC_Os01g38058,0,0,0,0,0
LOC_Os01g38070,0,0,0,0,0
LOC_Os01g38090,0,0,0,0,0
LOC_Os01g38100,3.058,14,60,30,180.549
LOC_Os01g38110,0,0,0,0,0
LOC_Os01g38120,0,0,0,0,0
LOC_Os01g38130,0,0,0,0,0
LOC_Os01g38140,0,0,0,0,0
LOC_Os01g38150,0,0,0,0,0
LOC_Os01g38160,0,0,0,0,0
LOC_Os01g38170,0,0,0,0,0
LOC_Os01g38180,0,0,0,0,0
LOC_Os01g38190,0,0,0,0,0
LOC_Os01g38200,0,0,0,0,0
LOC_Os01g38229,0,0,1,1,48
LOC_Os01g38244,174.842,190,56,65.067,289.134
LOC_Os01g38260,0,0,0,0,0
LOC_Os01g38270,0,0,0,0,0
LOC_Os01g38280,0,0,0,0,0
LOC_Os01g38290,0,0,0,0,0
LOC_Os01g38300,0,0,0,0,0
LOC_Os01g38310,0,0,0,0,0
LOC_Os01g38320,0,0,0,0,0
LOC_Os01g38330,0,0,0,0,0
LOC_Os01g38340,0,0,0,0,0
LOC_Os01g38359,0,0,0,0,0
LOC_Os01g38380,0,0,0,0,0
LOC_Os01g38390,0,0,0,0,0
LOC_Os01g38400,0,0,0,0,0
LOC_Os01g38410,0,0,0,0,0
LOC_Os01g38420,0,0,0,0,0
LOC_Os01g38430,0,0,0,0,0
LOC_Os01g38440,0,0,0,0,0
LOC_Os01g38450,0,0,0,0,0
LOC_Os01g38460,0,0,0,0,0
LOC_Os01g38480,542,511,74,247,344
LOC_Os01g38490,213,0,152,52,328
LOC_Os01g38500,0,0,0,0,0
LOC_Os01g38510,0,0,13,0,0
LOC_Os01g38520,0,0,0,0,0
LOC_Os01g38530,43,0,20,0,0
LOC_Os01g38540,0,0,0,0,0
LOC_Os01g38550,0,0,0,0,0
LOC_Os01g38560,0,0,0,0,0
LOC_Os01g38570,0,0,0,0,0
LOC_Os01g38580,0,0,0,0,0
LOC_Os01g38590,0,0,0,0,0
LOC_Os01g38600,0,0,0,0,0
LOC_Os01g38610,26,50,8,43,0
LOC_Os01g38620,475,356,296,191,793
LOC_Os01g38640,0,0,0,0,0
LOC_Os01g38650,64,0,0,0,32
LOC_Os01g38660,1,0,1,0,67
LOC_Os01g38670,0,0,0,0,0
LOC_Os01g38680,0,0,0,0,0
LOC_Os01g38690,0,0,0,0,0
LOC_Os01g38700,0,0,0,0,0
LOC_Os01g38710,0,0,0,0,0
LOC_Os01g38720,0,0,0,0,0
LOC_Os01g38730,0,0,0,0,0
LOC_Os01g38740,0,0,0,0,0
LOC_Os01g38750,0,0,0,0,0
LOC_Os01g38760,0,0,0,0,0
LOC_Os01g38780,0,0,0,0,0
LOC_Os01g38790,0,0,0,0,0
LOC_Os01g38800,0,0,0,0,0
LOC_Os01g38810,0,0,0,0,0
LOC_Os01g38820,0,0,0,0,0
LOC_Os01g38830,0,0,0,0,0
LOC_Os01g38840,0,0,0,0,0
LOC_Os01g38850,0,0,0,0,0
LOC_Os01g38860,0,0,0,0,0
LOC_Os01g38870,0,0,0,0,0
LOC_Os01g38880,0,0,0,0,0
LOC_Os01g38890,0,0,0,0,0
LOC_Os01g38900,0,0,0,0,0
LOC_Os01g38910,0,0,0,0,0
LOC_Os01g38920,0,0,0,0,0
LOC_Os01g38930,0,0,0,0,0
LOC_Os01g38940,0,0,0,0,0
LOC_Os01g38950,845,303,572,420,731
LOC_Os01g38960,0,0,0,0,0
LOC_Os01g38970,1,55,41,67,94
LOC_Os01g38980,34,53,36,22,128
LOC_Os01g38990,0,26,15,0,0
LOC_Os01g39000,0,0,2,2,0
LOC_Os01g39010,34,132,32,80,54
LOC_Os01g39020,0,0,0,0,0
LOC_Os01g39030,0,0,0,0,0
LOC_Os01g39040,0,0,0,0,0
LOC_Os01g39050,0,0,0,0,0
LOC_Os01g39060,115,142,37,192,29
LOC_Os01g39070,0,0,0,0,0
LOC_Os01g39080,0,0,0,0,0
LOC_Os01g39090,0,0,0,0,0
LOC_Os01g39100,23,0,1,0,0
LOC_Os01g39110,197,4,0,22,0
LOC_Os01g39120,0,0,0,0,0
LOC_Os01g39134,1,0,38,26,109
LOC_Os01g39136,59,0,0,0,3
LOC_Os01g39150,0,0,0,0,0
LOC_Os01g39160,0,0,0,0,0
LOC_Os01g39170,0,0,0,0,0
LOC_Os01g39180,0,0,0,0,0
LOC_Os01g39190,0,0,0,0,0
LOC_Os01g39200,0,0,0,0,0
LOC_Os01g39210,0,0,0,0,0
LOC_Os01g39220,0,0,0,0,0
LOC_Os01g39230,0,0,0,0,0
LOC_Os01g39250,3,34,57,0,65
LOC_Os01g39260,855,770,409,508,1475
LOC_Os01g39270,134,21,48,10,1
LOC_Os01g39280,0,0,0,0,0
LOC_Os01g39290,26,4,1,1,9
LOC_Os01g39310,342,216,158,564,291
LOC_Os01g39320,0,0,0,0,0
LOC_Os01g39330,0,0,0,0,0
LOC_Os01g39340,0,0,0,0,0
LOC_Os01g39350,0,0,0,0,0
LOC_Os01g39360,0,0,0,0,0
LOC_Os01g39370,0,0,0,0,0
LOC_Os01g39380,110,41,102,153,273
LOC_Os01g39385,0,0,0,0,0
LOC_Os01g39399,0,0,0,0,0
LOC_Os01g39420,0,0,0,0,0
LOC_Os01g39430,0,0,0,0,0
LOC_Os01g39440,0,0,0,0,0
LOC_Os01g39450,0,0,0,0,0
LOC_Os01g39464,0,0,0,0,0
LOC_Os01g39480,0,0,0,0,0
LOC_Os01g39490,0,0,0,0,0
LOC_Os01g39500,0,0,0,0,0
LOC_Os01g39510,0,0,0,0,0
LOC_Os01g39520,0,0,0,0,0
LOC_Os01g39530,0,0,0,0,0
LOC_Os01g39540,0,0,0,0,0
LOC_Os01g39550,0,0,0,0,0
LOC_Os01g39560,0,0,0,0,0
LOC_Os01g39570,0,0,0,0,0
LOC_Os01g39580,0,0,0,0,0
LOC_Os01g39590,0,0,0,0,0
LOC_Os01g39600,0,0,0,0,0
LOC_Os01g39630,1,26,0,0,0
LOC_Os01g39640,0,0,0,0,0
LOC_Os01g39650,0,0,0,0,0
LOC_Os01g39660,0,0,0,0,0
LOC_Os01g39670,101,0,0,2,0
LOC_Os01g39680,148,10,0,65,0
LOC_Os01g39690,0,0,0,0,0
LOC_Os01g39700,0,0,0,0,0
LOC_Os01g39710,0,0,0,0,0
LOC_Os01g39720,0,0,0,0,0
LOC_Os01g39730,0,0,0,0,0
LOC_Os01g39740,0,0,0,0,0
LOC_Os01g39750,0,0,0,0,0
LOC_Os01g39760,0,0,0,0,0
LOC_Os01g39770,0,0,0,0,0
LOC_Os01g39780,0,0,0,1,0
LOC_Os01g39790,48,29,19,50,0
LOC_Os01g39800,100,231,79,82,228
LOC_Os01g39810,0,0,2,0,0
LOC_Os01g39820,0,0,0,0,0
LOC_Os01g39830,0,0,0,0,0
LOC_Os01g39840,163,0,25,0,0
LOC_Os01g39850,0,0,0,0,0
LOC_Os01g39860,1,0,1,5,0
LOC_Os01g39870,0,0,0,0,0
LOC_Os01g39890,4,0,0,3,0
LOC_Os01g39910,0,0,0,0,0
LOC_Os01g39920,0,0,0,0,0
LOC_Os01g39930,0,0,0,0,0
LOC_Os01g39940,0,0,0,0,0
LOC_Os01g39950,0,0,0,0,0
LOC_Os01g39960,415,654,488,452,847
LOC_Os01g39970,126,0,0,38,162
LOC_Os01g39980,0,0,0,0,0
LOC_Os01g39990,0,0,0,0,0
LOC_Os01g40000,0,28,9,0,0
LOC_Os01g40010,0,0,0,0,0
LOC_Os01g40020,0,0,0,0,0
LOC_Os01g40030,0,0,0,0,0
LOC_Os01g40040,0,0,0,0,0
LOC_Os01g40050,188,101,18,231,159
LOC_Os01g40070,99,176,129,103,479
LOC_Os01g40080,0,0,0,0,0
LOC_Os01g40094,1102,908,602,747,1233
LOC_Os01g40110,0,0,13,0,0
LOC_Os01g40120,0,0,0,0,0
LOC_Os01g40130,0,0,0,0,0
LOC_Os01g40140,0,0,0,0,0
LOC_Os01g40150,0,0,0,0,0
LOC_Os01g40160,0,0,0,0,0
LOC_Os01g40170,0,0,0,0,0
LOC_Os01g40180,0,0,0,0,0
LOC_Os01g40190,0,0,0,0,0
LOC_Os01g40200,1,0,1,1,0
LOC_Os01g40210,0,0,0,0,0
LOC_Os01g40220,0,0,0,0,0
LOC_Os01g40230,0,0,0,0,0
LOC_Os01g40240,0,0,0,0,0
LOC_Os01g40250,127,0,18,20,0
LOC_Os01g40260,0,0,0,0,0
LOC_Os01g40280,0,116,50,75,73
LOC_Os01g40290,0,0,0,0,0
LOC_Os01g40310,8519,7947,5546,6958,12126
LOC_Os01g40320,0,1,0,0,0
LOC_Os01g40330,609,145,78,254,364
LOC_Os01g40340,387,127,309,299,904
LOC_Os01g40350,0,0,0,0,0
LOC_Os01g40360,0,0,0,0,0
LOC_Os01g40370,0,0,0,0,0
LOC_Os01g40380,0,0,0,0,0
LOC_Os01g40390,0,0,0,0,0
LOC_Os01g40400,0,0,0,0,0
LOC_Os01g40410,0,0,0,0,0
LOC_Os01g40420,170,0,10,52,91
LOC_Os01g40430,0,0,0,0,0
LOC_Os01g40450,0,0,0,0,0
LOC_Os01g40460,0,0,0,0,0
LOC_Os01g40470,384,52,115,305,251
LOC_Os01g40480,0,0,0,0,0
LOC_Os01g40499,0,0,0,0,0
LOC_Os01g40520,0,0,0,0,0
LOC_Os01g40530,0,0,0,0,0
LOC_Os01g40540,0,0,0,0,0
LOC_Os01g40550,0,0,0,0,0
LOC_Os01g40560,0,0,0,0,0
LOC_Os01g40570,2,2,66,126,132
LOC_Os01g40580,0,0,0,0,0
LOC_Os01g40590,0,0,1,2,192
LOC_Os01g40600,0,0,0,0,0
LOC_Os01g40610,308,104,128,202,293
LOC_Os01g40620,144,143,142,118,51
LOC_Os01g40630,2141,1737.547,1724,1882.012,2948.92
LOC_Os01g40640,157,44,72,186,62
LOC_Os01g40650,73,16,69,73,0
LOC_Os01g40660,0,0,0,0,0
LOC_Os01g40670,307,353,178,388,783
LOC_Os01g40680,0,0,0,0,0
LOC_Os01g40690,490,275,312,334,693
LOC_Os01g40700,1,57,0,37,0
LOC_Os01g40710,7317,3784,3097,3655,5600
LOC_Os01g40720,0,0,0,0,0
LOC_Os01g40730,0,0,0,0,0
LOC_Os01g40740,0,0,0,0,0
LOC_Os01g40750,35,0,44,90,42
LOC_Os01g40760,0,0,0,0,0
LOC_Os01g40770,0,0,0,0,0
LOC_Os01g40780,0,0,0,0,0
LOC_Os01g40790,0,0,0,0,0
LOC_Os01g40800,0,0,0,0,0
LOC_Os01g40810,0,0,0,0,0
LOC_Os01g40820,0,0,30,1,0
LOC_Os01g40830,0,0,0,0,0
LOC_Os01g40840,71,108,35,147,60
LOC_Os01g40860,0,40,36,0,0
LOC_Os01g40870,0,19,28,127,88
LOC_Os01g40880,0,0,0,0,0
LOC_Os01g40890,0,0,0,0,0
LOC_Os01g40900,0,0,0,0,0
LOC_Os01g40910,0,0,0,0,0
LOC_Os01g40920,0,0,0,0,0
LOC_Os01g40930,0,0,0,0,0
LOC_Os01g40940,0,0,0,0,0
LOC_Os01g40950,0,0,0,0,0
LOC_Os01g40960,0,0,0,0,0
LOC_Os01g40970,0,0,0,0,0
LOC_Os01g40980,0,0,0,0,0
LOC_Os01g40990,24,60,50,0,0
LOC_Os01g41000,0,0,0,0,0
LOC_Os01g41010,0,82,37,0,1
LOC_Os01g41020,0,0,0,0,0
LOC_Os01g41030,0,0,1,1,0
LOC_Os01g41040,0,0,0,0,0
LOC_Os01g41050,0,0,0,0,0
LOC_Os01g41060,0,0,0,0,0
LOC_Os01g41070,0,0,0,0,0
LOC_Os01g41080,0,0,0,0,0
LOC_Os01g41090,0,0,0,0,0
LOC_Os01g41100,0,0,0,0,0
LOC_Os01g41110,0,0,0,0,0
LOC_Os01g41120,0,0,0,0,0
LOC_Os01g41140,0,0,0,0,0
LOC_Os01g41145,1.009,4.398,27.851,1.01,65.014
LOC_Os01g41160,0,0,0,0,0
LOC_Os01g41170,0,0,0,0,0
LOC_Os01g41180,0,0,0,0,0
LOC_Os01g41190,207,181,176,45,125
LOC_Os01g41200,0,0,0,0,0
LOC_Os01g41210,0,55,0,56,57
LOC_Os01g41220,11,117,93,45,36
LOC_Os01g41230,0,0,0,0,0
LOC_Os01g41240,0,0,12,0,0
LOC_Os01g41250,0,0,0,0,0
LOC_Os01g41260,0,0,0,0,0
LOC_Os01g41270,0,0,0,0,0
LOC_Os01g41280,0,0,0,0,0
LOC_Os01g41290,0,0,0,0,0
LOC_Os01g41300,0,0,0,0,0
LOC_Os01g41310,0,0,0,0,0
LOC_Os01g41320,0,0,0,0,0
LOC_Os01g41330,0,0,0,0,0
LOC_Os01g41340,0,0,0,0,0
LOC_Os01g41350,0,0,0,0,0
LOC_Os01g41360,0,0,0,0,0
LOC_Os01g41370,0,0,0,0,0
LOC_Os01g41390,0,0,0,0,0
LOC_Os01g41400,0,0,0,0,0
LOC_Os01g41410,0,0,0,0,0
LOC_Os01g41420,0,0,0,0,0
LOC_Os01g41430,0,0,0,0,0
LOC_Os01g41440,0,0,0,0,0
LOC_Os01g41450,0,0,0,0,0
LOC_Os01g41460,0,0,0,0,0
LOC_Os01g41470,0,0,0,0,0
LOC_Os01g41480,0,0,0,0,0
LOC_Os01g41490,0,0,0,0,0
LOC_Os01g41500,0,0,0,0,0
LOC_Os01g41510,0,0,0,0,0
LOC_Os01g41516,0,0,0,0,0
LOC_Os01g41522,0,0,0,0,0
LOC_Os01g41530,0,0,0,0,0
LOC_Os01g41540,0,0,0,0,0
LOC_Os01g41550,104,0,0,1,0
LOC_Os01g41560,0,0,0,0,0
LOC_Os01g41565,0,0,8,0,0
LOC_Os01g41580,0,0,0,0,0
LOC_Os01g41590,0,0,0,0,0
LOC_Os01g41600,0,0,0,0,0
LOC_Os01g41610,262,52,146,206,548
LOC_Os01g41620,0,0,0,0,0
LOC_Os01g41630,248,87,240,59,215
LOC_Os01g41640,0,64,20,1,9
LOC_Os01g41650,0,0,0,0,0
LOC_Os01g41660,0,0,0,1,0
LOC_Os01g41670,0,0,0,0,0
LOC_Os01g41680,0,0,0,0,0
LOC_Os01g41690,0,0,0,0,0
LOC_Os01g41700,0,0,0,0,0
LOC_Os01g41710,141834.984,109541.307,61306.856,92158.917,136424.439
LOC_Os01g41720,0,0,0,1,0
LOC_Os01g41730,0,0,0,0,0
LOC_Os01g41740,0,0,0,0,0
LOC_Os01g41750,0,0,0,0,0
LOC_Os01g41760,0,0,0,0,0
LOC_Os01g41770,0,0,0,0,0
LOC_Os01g41780,0,0,0,0,0
LOC_Os01g41790,0,0,0,0,0
LOC_Os01g41800,4,0,0,0,0
LOC_Os01g41810,85,2,0,11,0
LOC_Os01g41820,0,0,0,0,0
LOC_Os01g41834,0,0,0,0,0
LOC_Os01g41850,0,0,0,0,0
LOC_Os01g41860,0,0,0,0,0
LOC_Os01g41870,0,0,57,104,8
LOC_Os01g41880,165,169,50,133,229
LOC_Os01g41890,0,0,0,0,0
